CellID,ClusterID,ClusterName
1371,-1,NA
1372,11,Oligo
1373,-1,NA
1374,5,Astro-2
1375,-1,NA
1376,2,Oligo
1377,5,eL4
1378,5,Oligo
1379,2,eL5
1380,1,eL2/3
1381,10,eL6-2
1382,8,eL6-2
1383,-1,NA
1384,8,eL4
1385,-1,NA
1386,5,Smc
1387,-1,NA
1388,5,Astro-2
